id,cue,reporter,age_group,text_kw,author,label
1604,asks how often to change the dressing,Self,Umuntu mukuru,Ndashaka kumenya inshuro ngomba guhindura igitambaro cyo ku gikomere.,,ROUTINE
1605,baby + coughing with a whoop sound,Carer,Impinja,Uruhinja rurakorora rugasohora ijwi ridasanzwe iyo ruhumeka.,,URGENT
1606,old woman + pain in all the bones + housebound,Self,Umusaza/Umukecuru,Amagufa yanjye yose arambabaza kandi sinshobora gusohoka mu rugo.,,ROUTINE
1607,pregnant + very swollen hands + rings tight,Self,Umuntu mukuru,"Ndatwite, amaboko yanjye yarabyimbye cyane ku buryo impeta zambanye.",,URGENT
1608,man + a sore that bleeds when shaving,Self,Umusaza/Umukecuru,Mfite igisebe kivamo amaraso iyo niyogosheshe.,,ROUTINE
1609,child + cannot hear whispering,Carer,Umwana,Umwana ntashobora kumva umuntu avugira hasi.,,ROUTINE
1610,woman + pain with a full bladder,Self,Umuntu mukuru,Iyo uruhago rw’inkari rwuzuye ndababara.,,ROUTINE
1611,asks whether the wound needs stitches,Self,Umuntu mukuru,Ndashaka kumenya niba igisebe gikeneye kudodwa.,,URGENT
1612,man + hiccups for three days,Self,Umuntu mukuru,Maze iminsi itatu mfite hiccups zidashira.,,ROUTINE
1613,child + nosebleeds every week,Carer,Umwana,Umwana ava amaraso mu mazuru buri cyumweru.,,ROUTINE
1614,old man + fell twice this week + no warning,Carer,Umusaza/Umukecuru,Umusaza yaguye inshuro ebyiri muri iki cyumweru kandi nta kimenyetso cyabanje kubaho.,,URGENT
1615,pregnant + fainting when lying on her back,Self,Umuntu mukuru,Ndatwite kandi iyo ndyamye umugongo ndazimira.,,ROUTINE
1616,woman + wants testing after her partner's diagnosis,Self,Ingimbi/Umwangavu,Ndashaka kwipimisha nyuma y’uko uwo dukundana asuzumwe akagira indwara.,,ROUTINE
1617,baby + refuses to feed + arching + fever,Carer,Impinja,"Uruhinja rwanze konsa, rujya rusubiza umugongo inyuma kandi rufite umuriro.",,CRITICAL
1618,asks about a child with a hole in the heart mentioned before,Carer,Umwana,Ndashaka kubaza kuri wa mwana twigeze kubwirwa ko afite umwobo mu mutima.,,ROUTINE
1619,man + wound from a bullet years ago + pain returns,Self,Umuntu mukuru,"Nakomeretse n’isasu hashize imyaka, none ububabare bwongeye kugaruka.",,ROUTINE
1620,child + eye injury from a stick + cannot open,Carer,Umwana,Umwana yakubiswe mu jisho n’agati none ntashobora kurifungura.,,URGENT
1621,old woman + swelling of the belly + breathless,Self,Umusaza/Umukecuru,Inda yanjye yarabyimbye kandi ndahumeka nabi.,,URGENT
1622,pain in the neck + after a road accident yesterday,Self,Umuntu mukuru,Ijosi rirambabaza nyuma y’impanuka yo mu muhanda nagize ejo.,,URGENT
1623,woman + pain in the scar from a caesarean two years ago,Self,Umuntu mukuru,Inkovu yo kubagwa hashize imyaka ibiri irambabaza.,,ROUTINE
1624,man + swollen leg after being in plaster,Self,Umuntu mukuru,Ukuguru kwanjye kwarabyimbye nyuma yo gukurwaho plaster.,,URGENT
1625,child + fever + not responding normally,Carer,Umwana,Umwana afite umuriro kandi ntabwo yitaba cyangwa yitwara nk’ibisanzwe.,,CRITICAL
1626,asks whether the medicine can be crushed,Carer,Umusaza/Umukecuru,Ndashaka kumenya niba uyu muti ushobora gusywa.,,ROUTINE
1627,pregnant + pain between the legs when walking,Self,Umuntu mukuru,Ndatwite kandi iyo ngenda ndababara hagati y’amaguru.,,ROUTINE
1628,baby + stool is white,Carer,Impinja,Umusarani w’uruhinja ni umweru.,,URGENT
1629,old man + cannot feel his feet + walks unsteadily,Self,Umusaza/Umukecuru,Sinumva ibirenge kandi iyo ngenda ndanyeganyega.,,ROUTINE
1630,woman + severe pain in the lower back radiating to the front,Self,Umuntu mukuru,Umugongo wo hasi urambabaza cyane kandi ububabare bugera imbere.,,URGENT
1631,man + a lump on the neck that moved quickly,Self,Umuntu mukuru,Mfite akabyimba mu ijosi kagenda vuba.,,ROUTINE
1632,child + fever and a limp + recently had a sore throat,Carer,Umwana,"Umwana afite umuriro kandi aracumbagira, kandi aherutse kubabara mu muhogo.",,URGENT
1633,asks whether he can play football after the injury,Self,Ingimbi/Umwangavu,Ndashaka kumenya niba nshobora kongera gukina umupira nyuma yo gukomereka.,,ROUTINE
1634,woman + no movement + feels unwell + 36 weeks,Self,Umuntu mukuru,"Mfite ibyumweru 36 ntwite, umwana ntanyeganyega kandi nanjye sinumva meze neza.",,CRITICAL
1635,old woman + eyes dry and gritty,Self,Umusaza/Umukecuru,Amaso yanjye yumye kandi numva arimo utuntu duteye nk’umusenyi.,,ROUTINE
1636,pain in the hand + a tingling like ants at night,Self,Umuntu mukuru,Nijoro ukuboko kurambabaza kandi numva gisa n’aho kirimo utunyamasyo tugenda.,,ROUTINE
1637,child + drank a cleaning liquid,Carer,Umwana,Umwana yanyoye umuti wo koza.,,CRITICAL
1638,man + fever + wound from a farm animal bite,Self,Umuntu mukuru,Mfite umuriro kandi mfite igisebe cyatewe no kurumwa n’itungo ryo mu rugo.,,URGENT
1639,baby + breathing pauses while sleeping,Carer,Impinja,Uruhinja ruhagarika guhumeka rimwe na rimwe iyo ruryamye.,,CRITICAL
1640,woman + cannot stop crying since the birth,Self,Umuntu mukuru,Kuva nabuka sinshobora guhagarika kurira.,,ROUTINE
1641,asks whether the tablets caused the yellow eyes,Self,Umuntu mukuru,Ndashaka kumenya niba ibi binini ari byo byatumye amaso yanjye aba umuhondo.,,URGENT
1642,child + joint swollen and hot + cannot move it,Carer,Umwana,"Ingingo y’umwana yarabyimbye kandi irashyushye, ntashobora kuyinyeganyeza.",,URGENT
1643,old man + coughing up frothy pink sputum,Carer,Umusaza/Umukecuru,Umusaza arakorora agasohora amase asa n’amafuro yijimye.,,CRITICAL
1644,pregnant + regular pains every five minutes,Self,Umuntu mukuru,Ndatwite kandi mfite ibise biza buri minota itanu.,,URGENT
1645,man + chest pain at night + wakes him,Self,Umusaza/Umukecuru,Nijoro mu gatuza harambabaza bikankangura.,,URGENT
1646,woman + a lump in the breast that has grown quickly,Self,Umuntu mukuru,Mfite akabyimba mu ibere kagenda gakura vuba.,,ROUTINE
1647,child + abdominal pain + vomiting + no stool,Carer,Umwana,"Umwana aribwa mu nda, araruka kandi ntashobora kwituma.",,URGENT
1648,asks about a relative who cannot take tablets,Carer,Umusaza/Umukecuru,Ndashaka kubaza ku muntu wo mu muryango udashobora gufata ibinini.,,ROUTINE
1649,baby + swelling of the scalp after delivery,Carer,Impinja,Umutwe w’uruhinja warabyimbye nyuma yo kuvuka.,,ROUTINE
1650,old woman + a wound on the leg for years,Self,Umusaza/Umukecuru,Mfite igisebe ku kuguru kimaze imyaka.,,ROUTINE
1651,man + pain in the testicle + sudden + vomiting,Self,Ingimbi/Umwangavu,Intanga yanjye irambabaza cyane bitunguranye kandi ndaruka.,,CRITICAL
1652,woman + unable to pass urine after delivery,Self,Umuntu mukuru,Kuva nabyara sinshobora kwihagarika.,,URGENT
1653,child + severe cough + vomits after coughing + weeks,Carer,Umwana,"Umwana arakorora cyane, akagira no kuruka nyuma yo gukorora, kandi bimaze ibyumweru.",,URGENT
1654,pain in the chest + eased by leaning forward,Self,Ingimbi/Umwangavu,Mu gatuza harambabaza ariko iyo nunamiye imbere biroroha.,,URGENT
1655,asks whether a swelling in the armpit is serious,Self,Umuntu mukuru,Ndashaka kumenya niba akabyimba ko munsi y’ukuboko ari ikibazo gikomeye.,,ROUTINE
1656,old man + sudden loss of speech + recovered,Carer,Umusaza/Umukecuru,Umusaza yahise abura ubushobozi bwo kuvuga ariko nyuma arongera aravuga.,,URGENT
1657,pregnant + reduced movement + bleeding,Self,Umuntu mukuru,"Ndatwite, umwana ntakinyeganyega cyane kandi ndava amaraso.",,CRITICAL
1658,man + deep wound in the palm + cannot grip,Self,Umuntu mukuru,Mfite igisebe kinini mu kiganza kandi sinshobora gufata ikintu neza.,,URGENT
1659,child + very fast breathing + fever + grunting,Carer,Impinja,"Uruhinja ruhumeka vuba cyane, rufite umuriro kandi ruhumeka rusohora amajwi.",,CRITICAL
1660,woman + fever + tender belly + recently delivered,Self,Umuntu mukuru,"Mfite umuriro, inda irambabaza iyo uyikozeho kandi mperutse kubyara.",,URGENT
1661,asks about the child's eyes crossing,Carer,Impinja,Ndashaka kubaza impamvu amaso y’umwana arebana hagati.,,ROUTINE
1662,old woman + weight loss + difficulty swallowing,Self,Umusaza/Umukecuru,Naratakaje ibiro kandi kugotomera cyangwa kumira birangora.,,ROUTINE
1663,man + wound with a foul smell + black skin around,Self,Umusaza/Umukecuru,Mfite igisebe gifite impumuro mbi kandi uruhu rugikikije rwarirabura.,,URGENT
1664,child + not passing urine + swollen face,Carer,Umwana,Umwana ntashobora kwihagarika kandi mu maso harabyimbye.,,URGENT
1665,pain in the head + worse on coughing,Self,Umuntu mukuru,Umutwe urambabaza kandi bikarushaho iyo nkoroye.,,ROUTINE
1666,woman + pain and bleeding + missed two periods,Self,Umuntu mukuru,"Ndababara kandi ndava amaraso, kandi maze kubura imihango inshuro ebyiri.",,URGENT
1667,baby + vomiting + blood in the vomit,Carer,Impinja,Uruhinja ruruka kandi harimo amaraso mu byo rurutse.,,CRITICAL
1668,asks about a wound that reopened after work,Self,Umuntu mukuru,Ndashaka kubaza ku gisebe cyongeye gufunguka nyuma yo gukora akazi.,,ROUTINE
1669,old man + falls + blames the eyes,Carer,Umusaza/Umukecuru,Umusaza ahora agwa kandi avuga ko biterwa n’amaso ye.,,ROUTINE
1670,child + fever + rash + red eyes + cough,Carer,Umwana,"Umwana afite umuriro, utubyimba ku ruhu, amaso atukura kandi arakorora.",,URGENT
1671,man + arm crushed + cold fingers,Carer,Umuntu mukuru,Ukuboko kwe kwarakandamijwe kandi intoki zarakonje.,,CRITICAL
1672,woman + severe pain in the shoulder tip + pregnant,Self,Umuntu mukuru,Ndatwite kandi ku mutwe w’urutugu harambabaza cyane.,,CRITICAL
1673,pain in the leg + cannot bear weight after a fall,Self,Umusaza/Umukecuru,Ukuguru kurambabaza kandi sinshobora kugukandagizaho nyuma yo kugwa.,,URGENT
1674,asks whether the burn needs a dressing daily,Self,Umuntu mukuru,Ndashaka kumenya niba igisebe cy’ubushye kigomba kujya gipfukwa buri munsi.,,ROUTINE
1675,child + head injury + sleepy + one-sided weakness,Carer,Umwana,"Umwana yakomeretse ku mutwe, ahora asinzira kandi uruhande rumwe rwaracitse intege.",,CRITICAL
1676,old woman + coughing blood + weight loss,Self,Umusaza/Umukecuru,Ndakorora nkavamo amaraso kandi ndimo gutakaza ibiro.,,URGENT
1677,man + swollen and painful joint at the base of the big toe,Self,Umuntu mukuru,Ingingo iri ku ntangiriro y’urutoki runini rw’ikirenge yarabyimbye kandi irambabaza.,,URGENT
1678,pregnant + high fever + confused,Carer,Umuntu mukuru,"Uyu mugore aratwite, afite umuriro mwinshi kandi arayoberwa.",,CRITICAL
1679,baby + not moving one arm since birth,Carer,Impinja,Uruhinja ntirunyeganyeza ukuboko kumwe kuva ruvutse.,,ROUTINE
1680,woman + discharge with blood between periods,Self,Umuntu mukuru,Hagati y’imihango havamo ibintu bivanze n’amaraso.,,ROUTINE
1681,asks about a child who eats paper,Carer,Umwana,Ndashaka kubaza ku mwana urya impapuro.,,ROUTINE
1682,man + burning chest + and pain in the arm + sweating,Self,Umusaza/Umukecuru,"Mu gatuza haraka, ukuboko kurambabaza kandi ndabira ibyuya.",,CRITICAL
1683,child + severe diarrhoea + no tears when crying,Carer,Impinja,Uruhinja rufite impiswi nyinshi kandi iyo rurize nta marira ruvamo.,,URGENT
1684,old man + swollen tongue after a new tablet,Self,Umusaza/Umukecuru,Ururimi rwanjye rwarabyimbye nyuma yo gutangira ikinini gishya.,,CRITICAL
1685,woman + severe abdominal pain + fainted at home,Carer,Umuntu mukuru,Uyu mugore aribwa cyane mu nda kandi yazimye ari mu rugo.,,CRITICAL
1686,pain in the back + fever + rigors,Self,Umuntu mukuru,"Umugongo urambabaza, mfite umuriro kandi ndatitira cyane.",,URGENT
1687,child + burn to the mouth from a hot drink,Carer,Impinja,Umwana yashyushye mu kanwa kubera ikinyobwa gishyushye.,,URGENT
1688,asks about the swelling after a dog bite treated at home,Self,Umuntu mukuru,Ndashaka kubaza ku kubyimba kwabayeho nyuma yo kurumwa n’imbwa nkivuriza mu rugo.,,URGENT
1689,man + cannot walk + numb from the waist down,Carer,Umuntu mukuru,Ntashobora kugenda kandi kuva ku rukenyerero kumanuka ntiyumva umubiri.,,CRITICAL
1690,woman + bleeding + 20 weeks + cramping,Self,Umuntu mukuru,"Ndatwite ibyumweru 20, ndava amaraso kandi ndibwa n’inda nk’ifata.",,URGENT
1691,baby + fever + bulging soft spot + vomiting,Carer,Impinja,"Uruhinja rufite umuriro, ahantu horoshye ku mutwe harabyimbye kandi ruruka.",,CRITICAL
1692,old woman + black stool + weakness + on pain tablets,Self,Umusaza/Umukecuru,"Umusarani wanjye wabaye umukara, ndacitse intege kandi mfata ibinini by’ububabare.",,URGENT
1693,child + swelling of the neck + cannot open the mouth,Carer,Umwana,Ijosi ry’umwana ryarabyimbye kandi ntashobora gufungura umunwa.,,CRITICAL
1694,man + chest injury + breathing shallow + pain,Carer,Umuntu mukuru,"Yakomeretse mu gatuza, ahumeka buhoro kandi arababara.",,CRITICAL
1695,pregnant + headache + swollen face + seeing spots,Self,Umuntu mukuru,"Ndatwite, umutwe urambabaza, mu maso harabyimbye kandi mbona utudomo imbere y’amaso.",,CRITICAL
1696,asks to be checked before a long journey,Self,Umusaza/Umukecuru,Ndashaka kwisuzumisha mbere yo gukora urugendo rurerure.,,ROUTINE
1697,child + pale + very tired + spleen mentioned before,Carer,Umwana,"Umwana arerurutse kandi arananirwa cyane, kandi mbere twigeze kubwirwa iby’uruhago rw’amaraso.",,URGENT
1698,woman + fever + wound from delivery + smell,Carer,Umuntu mukuru,Uyu mugore afite umuriro kandi igisebe cyo kubyara gifite impumuro mbi.,,URGENT
1699,old man + cannot pass urine + very distressed,Carer,Umusaza/Umukecuru,Umusaza ntashobora kwihagarika kandi afite umubabaro mwinshi.,,URGENT
1700,man + severe burn + clothes caught fire,Carer,Umuntu mukuru,Yashye cyane nyuma y’uko imyenda ye ifashwe n’umuriro.,,CRITICAL
1701,cough + hoarse voice + teacher,Self,Umuntu mukuru,"Ndakorora kandi ijwi ryanjye ryarahindutse, ndi umwarimu.",,ROUTINE
1702,child + earache after a cold,Carer,Umwana,Umwana yatangiye kubabara mu gutwi nyuma y’ibicurane.,,ROUTINE
1703,woman + tired since starting a new job,Self,Umuntu mukuru,Ndaruha cyane kuva natangira akazi gashya.,,ROUTINE
1704,man + pain in the elbow + carpenter,Self,Umuntu mukuru,Inkokoora irambabaza kandi nkora umwuga w’ububaji.,,ROUTINE
1705,asks about vitamins for a child,Carer,Umwana,Ndashaka kumenya vitamine umwana ashobora gufata.,,ROUTINE
1706,baby + hiccups after every feed,Carer,Impinja,Uruhinja rugira hiccups nyuma ya buri konsa.,,ROUTINE
1707,old man + itchy dry skin in the cold season,Self,Umusaza/Umukecuru,Mu gihe cy’ubukonje uruhu rwanjye ruruma kandi rukuma cyane.,,ROUTINE
1708,pregnant + backache + first pregnancy,Self,Ingimbi/Umwangavu,Ndatwite bwa mbere kandi umugongo urambabaza.,,ROUTINE
1709,child + fell off a swing + grazed knee,Carer,Umwana,Umwana yaguye ku gisoro maze apfukura ivi.,,ROUTINE
1710,woman + mouth ulcers every month,Self,Umuntu mukuru,Buri kwezi ngira ibisebe mu kanwa.,,ROUTINE
1711,man + pain in the ribs after coughing hard,Self,Umuntu mukuru,Imbavu zirambabaza nyuma yo gukorora cyane.,,ROUTINE
1712,asks how to treat lice at home,Carer,Umwana,Ndashaka kumenya uko navura inda zo mu mutwe mu rugo.,,ROUTINE
1713,old woman + constipated since new tablets,Self,Umusaza/Umukecuru,Kuva natangira ibi binini sinshobora kwituma neza.,,ROUTINE
1714,child + snoring since tonsils mentioned,Carer,Umwana,Umwana arakorora mu bitotsi kandi twigeze kubwirwa ko afite ikibazo cya tonsils.,,ROUTINE
1715,woman + smell of the discharge + no itching,Self,Umuntu mukuru,Ibiva mu gitsina bifite impumuro mbi ariko nta kwishimagura mfite.,,ROUTINE
1716,man + sunburn after a day fishing,Self,Umuntu mukuru,Nashye ku zuba nyuma yo kumara umunsi wose kuroba.,,ROUTINE
1717,baby + sneezing and blocked nose,Carer,Impinja,Uruhinja ruritsamura kandi amazuru yarafunze.,,ROUTINE
1718,asks for a repeat of the skin cream,Self,Umwana,Ndashaka kongera guhabwa umuti wo kwisiga ku ruhu.,,ROUTINE
1719,pregnant + leg cramps at night,Self,Umuntu mukuru,Ndatwite kandi nijoro amaguru aramfata.,,ROUTINE
1720,child + cut lip playing,Carer,Umwana,Umwana yakomeretse ku munwa ubwo yakinaga.,,ROUTINE
1721,old man + pain in the knees on stairs,Self,Umusaza/Umukecuru,Amavi arambabaza iyo nzamuka cyangwa manuka ingazi.,,ROUTINE
1722,woman + tired + heavy periods + vegetarian,Self,Ingimbi/Umwangavu,"Ndaruha, ngira imihango myinshi kandi sinarya inyama.",,ROUTINE
1723,man + blister on the heel from boots,Self,Umuntu mukuru,Mfite igisebe cy’uruhu ku gatsinsino cyatewe n’inkweto za bote.,,ROUTINE
1724,asks about the child's weight on the card,Carer,Impinja,Ndashaka kumenya ibiro by’umwana biri ku ikarita y’ikura.,,ROUTINE
1725,child + stomach ache before exams,Carer,Ingimbi/Umwangavu,Umwana aribwa mu nda iyo ibizamini byegereje.,,ROUTINE
1726,woman + painful cracked heels,Self,Umuntu mukuru,Agatsinsino karimo imishishihuko kandi karambabaza.,,ROUTINE
1727,old man + cough in the morning only + smoker,Self,Umusaza/Umukecuru,Nkorora mu gitondo gusa kandi ndanywa itabi.,,ROUTINE
1728,baby + nappy rash not improving,Carer,Impinja,Uruhinja rufite ibiheri ku kibuno kubera diaper kandi ntibigabanuka.,,ROUTINE
1729,man + itchy groin,Self,Ingimbi/Umwangavu,Mu mayasha harandya cyane.,,ROUTINE
1730,asks whether to worry about a child's freckles,Carer,Umwana,Ndashaka kumenya niba nakwirinda cyangwa ngahangayikira utudomo two ku ruhu tw’umwana.,,ROUTINE
1731,pregnant + tired and dizzy standing in queues,Self,Umuntu mukuru,"Ndatwite, ndaruha kandi ndazungera iyo mpagaze mu murongo igihe kirekire.",,ROUTINE
1732,child + splinter in the finger,Carer,Umwana,Umwana afite akantu k’inkwi kinjiye mu rutoki.,,ROUTINE
1733,woman + sore nipples in the first week,Self,Umuntu mukuru,Mu cyumweru cya mbere umutwe w’ibere warambabazaga.,,ROUTINE
1734,old woman + cannot thread a needle any more,Self,Umusaza/Umukecuru,Sinkibasha gushyira urudodo mu rushinge.,,ROUTINE
1735,man + boil on the buttock,Self,Umuntu mukuru,Mfite ikibyimba kirimo amashyira ku kibuno.,,ROUTINE
1736,asks about a mole that has always been there,Self,Umuntu mukuru,Ndashaka kubaza ku kimenyetso cyo ku ruhu maze igihe mfite.,,ROUTINE
1737,child + fever after a long day in the sun,Carer,Umwana,Umwana yagize umuriro nyuma yo kumara umunsi wose ku zuba.,,ROUTINE
1738,woman + burning when passing urine + drinks little,Self,Umuntu mukuru,Iyo nihagarika ndumva haraka kandi sinywa amazi menshi.,,ROUTINE
1739,man + neck pain after sleeping on the floor,Self,Umuntu mukuru,Ijosi rirambabaza kuva narara hasi.,,ROUTINE
1740,baby + crying in the evening every day,Carer,Impinja,Uruhinja rurira buri munsi nimugoroba.,,ROUTINE
1741,old man + toenail thick and yellow,Self,Umusaza/Umukecuru,Urutoki rw’ukuguru rufite umusumari mwinshi kandi w’umuhondo.,,ROUTINE
