id,cue,reporter,age_group,text_kw,author,label,annotator,validated_by,register
1651,man + pain in the testicle + sudden + vomiting,Self,Ingimbi/Umwangavu,Intanga yanjye irambabaza cyane bitunguranye kandi ndaruka.,,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
1652,woman + unable to pass urine after delivery,Self,Umuntu mukuru,Kuva nabyara sinshobora kwihagarika.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
1653,child + severe cough + vomits after coughing + weeks,Carer,Umwana,"Umwana arakorora cyane, akagira no kuruka nyuma yo gukorora, kandi bimaze ibyumweru.",,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
1654,pain in the chest + eased by leaning forward,Self,Ingimbi/Umwangavu,Mu gatuza harambabaza ariko iyo nunamiye imbere biroroha.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
1655,asks whether a swelling in the armpit is serious,Self,Umuntu mukuru,Ndashaka kumenya niba akabyimba ko munsi y’ukuboko ari ikibazo gikomeye.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1656,old man + sudden loss of speech + recovered,Carer,Umusaza/Umukecuru,Umusaza yahise abura ubushobozi bwo kuvuga ariko nyuma arongera aravuga.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
1657,pregnant + reduced movement + bleeding,Self,Umuntu mukuru,"Ndatwite, umwana ntakinyeganyega cyane kandi ndava amaraso.",,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
1658,man + deep wound in the palm + cannot grip,Self,Umuntu mukuru,Mfite igisebe kinini mu kiganza kandi sinshobora gufata ikintu neza.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
1659,child + very fast breathing + fever + grunting,Carer,Impinja,"Uruhinja ruhumeka vuba cyane, rufite umuriro kandi ruhumeka rusohora amajwi.",,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
1660,woman + fever + tender belly + recently delivered,Self,Umuntu mukuru,"Mfite umuriro, inda irambabaza iyo uyikozeho kandi mperutse kubyara.",,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
1661,asks about the child's eyes crossing,Carer,Impinja,Ndashaka kubaza impamvu amaso y’umwana arebana hagati.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1662,old woman + weight loss + difficulty swallowing,Self,Umusaza/Umukecuru,Naratakaje ibiro kandi kugotomera cyangwa kumira birangora.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1663,man + wound with a foul smell + black skin around,Self,Umusaza/Umukecuru,Mfite igisebe gifite impumuro mbi kandi uruhu rugikikije rwarirabura.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
1664,child + not passing urine + swollen face,Carer,Umwana,Umwana ntashobora kwihagarika kandi mu maso harabyimbye.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
1665,pain in the head + worse on coughing,Self,Umuntu mukuru,Umutwe urambabaza kandi bikarushaho iyo nkoroye.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1666,woman + pain and bleeding + missed two periods,Self,Umuntu mukuru,"Ndababara kandi ndava amaraso, kandi maze kubura imihango inshuro ebyiri.",,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
1667,baby + vomiting + blood in the vomit,Carer,Impinja,Uruhinja ruruka kandi harimo amaraso mu byo rurutse.,,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
1668,asks about a wound that reopened after work,Self,Umuntu mukuru,Ndashaka kubaza ku gisebe cyongeye gufunguka nyuma yo gukora akazi.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1669,old man + falls + blames the eyes,Carer,Umusaza/Umukecuru,Umusaza ahora agwa kandi avuga ko biterwa n’amaso ye.,,ROUTINE,"single, non-clinician, the paper's author",NONE,record_voice
1670,child + fever + rash + red eyes + cough,Carer,Umwana,"Umwana afite umuriro, utubyimba ku ruhu, amaso atukura kandi arakorora.",,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
1671,man + arm crushed + cold fingers,Carer,Umuntu mukuru,Ukuboko kwe kwarakandamijwe kandi intoki zarakonje.,,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
1672,woman + severe pain in the shoulder tip + pregnant,Self,Umuntu mukuru,Ndatwite kandi ku mutwe w’urutugu harambabaza cyane.,,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
1673,pain in the leg + cannot bear weight after a fall,Self,Umusaza/Umukecuru,Ukuguru kurambabaza kandi sinshobora kugukandagizaho nyuma yo kugwa.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
1674,asks whether the burn needs a dressing daily,Self,Umuntu mukuru,Ndashaka kumenya niba igisebe cy’ubushye kigomba kujya gipfukwa buri munsi.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1675,child + head injury + sleepy + one-sided weakness,Carer,Umwana,"Umwana yakomeretse ku mutwe, ahora asinzira kandi uruhande rumwe rwaracitse intege.",,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
1676,old woman + coughing blood + weight loss,Self,Umusaza/Umukecuru,Ndakorora nkavamo amaraso kandi ndimo gutakaza ibiro.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
1677,man + swollen and painful joint at the base of the big toe,Self,Umuntu mukuru,Ingingo iri ku ntangiriro y’urutoki runini rw’ikirenge yarabyimbye kandi irambabaza.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
1678,pregnant + high fever + confused,Carer,Umuntu mukuru,"Uyu mugore aratwite, afite umuriro mwinshi kandi arayoberwa.",,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
1679,baby + not moving one arm since birth,Carer,Impinja,Uruhinja ntirunyeganyeza ukuboko kumwe kuva ruvutse.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1680,woman + discharge with blood between periods,Self,Umuntu mukuru,Hagati y’imihango havamo ibintu bivanze n’amaraso.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1681,asks about a child who eats paper,Carer,Umwana,Ndashaka kubaza ku mwana urya impapuro.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1682,man + burning chest + and pain in the arm + sweating,Self,Umusaza/Umukecuru,"Mu gatuza haraka, ukuboko kurambabaza kandi ndabira ibyuya.",,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
1683,child + severe diarrhoea + no tears when crying,Carer,Impinja,Uruhinja rufite impiswi nyinshi kandi iyo rurize nta marira ruvamo.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
1684,old man + swollen tongue after a new tablet,Self,Umusaza/Umukecuru,Ururimi rwanjye rwarabyimbye nyuma yo gutangira ikinini gishya.,,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
1685,woman + severe abdominal pain + fainted at home,Carer,Umuntu mukuru,Uyu mugore aribwa cyane mu nda kandi yazimye ari mu rugo.,,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
1686,pain in the back + fever + rigors,Self,Umuntu mukuru,"Umugongo urambabaza, mfite umuriro kandi ndatitira cyane.",,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
1687,child + burn to the mouth from a hot drink,Carer,Impinja,Umwana yashyushye mu kanwa kubera ikinyobwa gishyushye.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
1688,asks about the swelling after a dog bite treated at home,Self,Umuntu mukuru,Ndashaka kubaza ku kubyimba kwabayeho nyuma yo kurumwa n’imbwa nkivuriza mu rugo.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
1689,man + cannot walk + numb from the waist down,Carer,Umuntu mukuru,Ntashobora kugenda kandi kuva ku rukenyerero kumanuka ntiyumva umubiri.,,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
1690,woman + bleeding + 20 weeks + cramping,Self,Umuntu mukuru,"Ndatwite ibyumweru 20, ndava amaraso kandi ndibwa n’inda nk’ifata.",,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
1691,baby + fever + bulging soft spot + vomiting,Carer,Impinja,"Uruhinja rufite umuriro, ahantu horoshye ku mutwe harabyimbye kandi ruruka.",,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
1692,old woman + black stool + weakness + on pain tablets,Self,Umusaza/Umukecuru,"Umusarani wanjye wabaye umukara, ndacitse intege kandi mfata ibinini by’ububabare.",,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
1693,child + swelling of the neck + cannot open the mouth,Carer,Umwana,Ijosi ry’umwana ryarabyimbye kandi ntashobora gufungura umunwa.,,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
1694,man + chest injury + breathing shallow + pain,Carer,Umuntu mukuru,"Yakomeretse mu gatuza, ahumeka buhoro kandi arababara.",,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
1695,pregnant + headache + swollen face + seeing spots,Self,Umuntu mukuru,"Ndatwite, umutwe urambabaza, mu maso harabyimbye kandi mbona utudomo imbere y’amaso.",,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
1696,asks to be checked before a long journey,Self,Umusaza/Umukecuru,Ndashaka kwisuzumisha mbere yo gukora urugendo rurerure.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1697,child + pale + very tired + spleen mentioned before,Carer,Umwana,"Umwana arerurutse kandi arananirwa cyane, kandi mbere twigeze kubwirwa iby’uruhago rw’amaraso.",,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
1698,woman + fever + wound from delivery + smell,Carer,Umuntu mukuru,Uyu mugore afite umuriro kandi igisebe cyo kubyara gifite impumuro mbi.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
1699,old man + cannot pass urine + very distressed,Carer,Umusaza/Umukecuru,Umusaza ntashobora kwihagarika kandi afite umubabaro mwinshi.,,URGENT,"single, non-clinician, the paper's author",NONE,patient_voice
1700,man + severe burn + clothes caught fire,Carer,Umuntu mukuru,Yashye cyane nyuma y’uko imyenda ye ifashwe n’umuriro.,,CRITICAL,"single, non-clinician, the paper's author",NONE,patient_voice
1701,cough + hoarse voice + teacher,Self,Umuntu mukuru,"Ndakorora kandi ijwi ryanjye ryarahindutse, ndi umwarimu.",,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1702,child + earache after a cold,Carer,Umwana,Umwana yatangiye kubabara mu gutwi nyuma y’ibicurane.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1703,woman + tired since starting a new job,Self,Umuntu mukuru,Ndaruha cyane kuva natangira akazi gashya.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1704,man + pain in the elbow + carpenter,Self,Umuntu mukuru,Inkokoora irambabaza kandi nkora umwuga w’ububaji.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1705,asks about vitamins for a child,Carer,Umwana,Ndashaka kumenya vitamine umwana ashobora gufata.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1706,baby + hiccups after every feed,Carer,Impinja,Uruhinja rugira hiccups nyuma ya buri konsa.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1707,old man + itchy dry skin in the cold season,Self,Umusaza/Umukecuru,Mu gihe cy’ubukonje uruhu rwanjye ruruma kandi rukuma cyane.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1708,pregnant + backache + first pregnancy,Self,Ingimbi/Umwangavu,Ndatwite bwa mbere kandi umugongo urambabaza.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1709,child + fell off a swing + grazed knee,Carer,Umwana,Umwana yaguye ku gisoro maze apfukura ivi.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1710,woman + mouth ulcers every month,Self,Umuntu mukuru,Buri kwezi ngira ibisebe mu kanwa.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1711,man + pain in the ribs after coughing hard,Self,Umuntu mukuru,Imbavu zirambabaza nyuma yo gukorora cyane.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1712,asks how to treat lice at home,Carer,Umwana,Ndashaka kumenya uko navura inda zo mu mutwe mu rugo.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1713,old woman + constipated since new tablets,Self,Umusaza/Umukecuru,Kuva natangira ibi binini sinshobora kwituma neza.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1714,child + snoring since tonsils mentioned,Carer,Umwana,Umwana arakorora mu bitotsi kandi twigeze kubwirwa ko afite ikibazo cya tonsils.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1715,woman + smell of the discharge + no itching,Self,Umuntu mukuru,Ibiva mu gitsina bifite impumuro mbi ariko nta kwishimagura mfite.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1716,man + sunburn after a day fishing,Self,Umuntu mukuru,Nashye ku zuba nyuma yo kumara umunsi wose kuroba.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1717,baby + sneezing and blocked nose,Carer,Impinja,Uruhinja ruritsamura kandi amazuru yarafunze.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1718,asks for a repeat of the skin cream,Self,Umwana,Ndashaka kongera guhabwa umuti wo kwisiga ku ruhu.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1719,pregnant + leg cramps at night,Self,Umuntu mukuru,Ndatwite kandi nijoro amaguru aramfata.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1720,child + cut lip playing,Carer,Umwana,Umwana yakomeretse ku munwa ubwo yakinaga.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1721,old man + pain in the knees on stairs,Self,Umusaza/Umukecuru,Amavi arambabaza iyo nzamuka cyangwa manuka ingazi.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1722,woman + tired + heavy periods + vegetarian,Self,Ingimbi/Umwangavu,"Ndaruha, ngira imihango myinshi kandi sinarya inyama.",,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1723,man + blister on the heel from boots,Self,Umuntu mukuru,Mfite igisebe cy’uruhu ku gatsinsino cyatewe n’inkweto za bote.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1724,asks about the child's weight on the card,Carer,Impinja,Ndashaka kumenya ibiro by’umwana biri ku ikarita y’ikura.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1725,child + stomach ache before exams,Carer,Ingimbi/Umwangavu,Umwana aribwa mu nda iyo ibizamini byegereje.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1726,woman + painful cracked heels,Self,Umuntu mukuru,Agatsinsino karimo imishishihuko kandi karambabaza.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1727,old man + cough in the morning only + smoker,Self,Umusaza/Umukecuru,Nkorora mu gitondo gusa kandi ndanywa itabi.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1728,baby + nappy rash not improving,Carer,Impinja,Uruhinja rufite ibiheri ku kibuno kubera diaper kandi ntibigabanuka.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1729,man + itchy groin,Self,Ingimbi/Umwangavu,Mu mayasha harandya cyane.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1730,asks whether to worry about a child's freckles,Carer,Umwana,Ndashaka kumenya niba nakwirinda cyangwa ngahangayikira utudomo two ku ruhu tw’umwana.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1731,pregnant + tired and dizzy standing in queues,Self,Umuntu mukuru,"Ndatwite, ndaruha kandi ndazungera iyo mpagaze mu murongo igihe kirekire.",,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1732,child + splinter in the finger,Carer,Umwana,Umwana afite akantu k’inkwi kinjiye mu rutoki.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
1733,woman + sore nipples in the first week,Self,Umuntu mukuru,Mu cyumweru cya mbere umutwe w’ibere warambabazaga.,,ROUTINE,"single, non-clinician, the paper's author",NONE,patient_voice
